name, deg, pr, eig, btw, clo, bridges, louvain
"w3.org", 723.0, 12.487035546476866, 0.011347073130589887, 4426.603087524348, 0.4277481629173255, 15, 764978
"europa.eu", 158.0, 12.439839920908467, 0.02290163496676152, 5144.932582336948, 0.4394133944056308, 19, 261016
"time.com", 2129.0, 12.309658966469572, 0.04465776548233272, 420255.44821479864, 0.459430539080765, 18, 504611
"cityfeeds.com", 0.0, 12.24222484955629, 0.0034783135977175515, 0.0, 0.3902620533014192, 48, 387579
"linkedin.com", 71.0, 11.99763223799515, 0.019401633574534158, 2180.4974535409856, 0.4365952870180686, 12, 235325
"goo.ne.jp", 2924.0, 11.98126614167021, 0.003336959140998006, 26978.46324551924, 0.38817459802304977, 121, 76398
"twitlinks.com", 0.0, 11.875738273369862, 0.00948935748886189, 0.0, 0.4158771663752711, 2, 764978
"google.ru", 0.0, 11.826094079574988, 0.019457728137208797, 0.0, 0.42838342587959416, 5, 504611
"com.com", 7007.0, 11.754566295294065, 0.012950079937039935, 61617.69665895624, 0.42896105940952967, 26, 32562
"mashable.com", 717.0, 11.744393813482409, 0.016538823396183473, 19172.07490635606, 0.43395136336760065, 14, 764978
"seesmic.com", 1.0, 11.731406599367947, 0.007501246870804059, 46.949911307824514, 0.40936455961782636, 1, 764978
"mlb.com", 202.0, 11.686913721822371, 0.02176316739199094, 1865.3001040309175, 0.4283312927535173, 9, 504611
"jrc.it", 0.0, 11.49295972558643, 0.011268277676931985, 0.0, 0.4172356871310907, 0, 92825
"networkadvertising.org", 0.0, 11.429691372214974, 0.008583614985074478, 0.0, 0.40559675306761117, 5, 764978
"ebay.com", 1979.0, 11.294621408711661, 0.027059169290521316, 124779.12079744844, 0.44467554381335156, 44, 504611
"nydailynews.com", 499.0, 11.097304743370287, 0.0377902643734777, 63150.89265822347, 0.4490262417080791, 35, 32562
"politico.com", 160.0, 11.078288530507386, 0.0397633614031981, 59200.748240702145, 0.44769739767606087, 2, 32562
"ubuntu.com", 25.0, 10.916563086325702, 0.012389716364981589, 1073.388474907633, 0.42741246352718476, 12, 764978
"betanews.com", 228.0, 10.743274206590558, 0.006026831803335242, 2628.2557955164357, 0.4070929593559118, 5, 764978
"drupal.org", 179.0, 10.695599942025513, 0.00613020119919129, 13069.558579694045, 0.41256170978208584, 43, 764978
"clickbank.net", 733.0, 10.636950977488164, 0.005506041398443352, 13928.796435564198, 0.4121454222993331, 131, 92825
"biblegateway.com", 28.0, 10.554198536055027, 0.011161012110634146, 4.5076608506119875, 0.42115955929961413, 11, 771272
"carlustblog.com", 167.0, 10.461884618208009, 0.0014445488845018493, 520.5076768404078, 0.34825998275120784, 3, 764978
"nih.gov", 54.0, 10.46060163498731, 0.028161656672061313, 861.0557749987992, 0.4421484312294372, 5, 764978
"aol.com", 3521.0, 10.344465456079927, 0.02262635251667834, 20875.168038675878, 0.43882329261898806, 22, 504611
"sfgate.com", 2621.0, 10.289272572843462, 0.0359108785248547, 415018.78493973333, 0.45016445778338465, 168, 504611
"over-blog.com", 9240.0, 10.206831715583515, 0.0054078354914538895, 681106.9982785373, 0.40139221773757283, 806, 518120
"dailymail.co.uk", 8701.0, 10.176366254409116, 0.03825775180913138, 29571.18758536991, 0.45371476897501156, 20, 396733
"friendfeed.com", 15.0, 10.109703937989945, 0.011562030086369126, 786.7838477314667, 0.4248340743353831, 4, 261016
"blip.fm", 0.0, 10.088399405498855, 0.004613315803826844, 0.0, 0.4043807091938936, 2, 261016
"mtv.com", 1404.0, 10.034283145060629, 0.0275421300976023, 396660.79067059956, 0.4412409212161112, 31, 396733
"senate.gov", 7459.0, 9.88778527226168, 0.03694003796147491, 1844.4433673858268, 0.44450617125884656, 3, 518120
"chicagotribune.com", 2055.0, 9.814018568989479, 0.035653603809103554, 310804.16858730075, 0.4463032351068117, 73, 32562
"twitpic.com", 0.0, 9.788889606210114, 0.015103871562512165, 0.0, 0.42826755123286414, 4, 261016
"ccbill.com", 10.0, 9.632925903035748, 0.001970224443763008, 144.92757936507937, 0.3805270264534182, 31, 120575
"spiegel.de", 4832.0, 9.595257019565668, 0.019761597515275908, 1336491.669464444, 0.4365952870180686, 11, 252498
"slideshare.net", 30437.0, 9.546845135215307, 0.012071145929622901, 13316.088422419332, 0.42801710234701257, 45, 764868
"hatena.ne.jp", 30291.0, 9.43771762471336, 0.004702606851390796, 174148.78575168957, 0.4000555541329619, 540, 76398
"nasa.gov", 275.0, 9.43575447015539, 0.026666370567763106, 73042.88141623996, 0.4426275691046317, 15, 764978
"businesswire.com", 45.0, 9.417294689063981, 0.01709185432611519, 1064.607468603528, 0.4259638343620337, 7, 105319
"npr.org", 479.0, 9.404423247826466, 0.03747229803312026, 46762.35727881202, 0.4503381706391997, 14, 32562
"newsmill.se", 31.0, 9.351488249976947, 0.004180897036626764, 58.76245889957432, 0.40751942608974767, 0, 63495
"ft.com", 1108.0, 9.248742792132528, 0.03258460627626288, 269531.72283891693, 0.44625447478395514, 28, 32562
"icio.de", 12.0, 9.136099217160536, 0.0016572339332692687, 563792.817813589, 0.378533636782127, 32, 252498
"arstechnica.com", 1150.0, 9.122136800346173, 0.02608375886429748, 34227.86043270262, 0.4439264436145572, 7, 764978
"forbes.com", 781.0, 9.105128954388753, 0.04085608301572329, 199872.96227793707, 0.44944621563573295, 20, 32562
"gizmodo.com", 10332.0, 9.054146307219263, 0.020943905252893916, 184455.82417146882, 0.4398866197509602, 62, 764978
"ping.fm", 3.0, 9.04433401052592, 0.0044205496601090345, 0.09537037037037037, 0.40275769932431504, 2, 261016
"sync.gr", 0.0, 9.033742859567946, 0.0036396395772347206, 0.0, 0.3920973468003174, 13, 32562
"variety.com", 55.0, 9.031756495554701, 0.023823430714473147, 2245.564553309886, 0.43243525569822044, 3, 32562
"networkworld.com", 2962.0, 8.993109501145442, 0.010861868805729449, 14675.964023519737, 0.4205258115615712, 28, 32562
"epa.gov", 21.0, 8.91103241358038, 0.025874316299531075, 705323.2156543476, 0.43127095424955564, 4, 764978
"hitmark.ru", 3.0, 8.905000000000012, 0.0, 1.0, 0.0, 68, 92825
"mozilla.org", 2.0, 8.82100781071023, 0.010180635730973886, 3.361339956012208, 0.42103441342181736, 5, 387579
"dn.se", 268.0, 8.813162457180125, 0.006636238943057984, 671.8549351560497, 0.41352236979980167, 6, 32562
"who.int", 0.0, 8.638882277598087, 0.026948986607341654, 0.0, 0.44045693547365716, 3, 518120
"last.fm", 35.0, 8.624996587111301, 0.01303135884272758, 985.3541267105636, 0.42723363921317303, 14, 386564
"people.com", 1951.0, 8.621534935333795, 0.022831697391156428, 5309.720158190283, 0.4302941488224957, 11, 396733
"abcnews.com", 4660.0, 8.600048451734015, 0.023211963043282373, 46493.20183490517, 0.4340205299859251, 16, 32562
"cbssports.com", 1022.0, 8.523348903503473, 0.012356355572132906, 165.79942232395763, 0.42187225859301186, 3, 504611
"discovery.com", 532.0, 8.513956303000896, 0.017922437335298327, 12803.803330408236, 0.4326413735512701, 39, 387579
"amazon.co.uk", 72.0, 8.492828340767641, 0.016910420238854584, 11.019139182189683, 0.43354193405818775, 6, 32562
"codeplex.com", 1.0, 8.39862879156887, 0.006749650780867779, 3.7744652406417107, 0.41514666243124754, 2, 764978
"sun.com", 1621.0, 8.362265478545972, 0.015500625976471503, 67405.05622902233, 0.43186373521860233, 101, 764978
"blogs.com", 28917.0, 8.346936712748992, 0.02472233188650421, 589404.380269586, 0.4448450454909106, 959, 518120
"careerbuilder.com", 194.0, 8.293515932810074, 0.008363843376966074, 7734.078265172287, 0.41781579456807905, 46, 92825
"pcworld.com", 3356.0, 8.191234271660782, 0.020829584413234542, 43224.59065526428, 0.4391299476103361, 9, 32562
"with2.net", 0.0, 8.143346571096897, 0.0021010858570608983, 0.0, 0.3816758506152753, 10, 76398
"dailymotion.com", 169.0, 8.077727121677597, 0.01497226462773695, 6411.881386848989, 0.4308615197993187, 24, 32562
"archive.org", 212.0, 8.062367815058392, 0.02044199977285775, 32698.049408959767, 0.43764783110441885, 22, 122579
"seesaa.net", 10859.0, 8.045559802671162, 0.003244689900012718, 63000.009607600376, 0.38978597267845605, 143, 76398
"keegy.com", 0.0, 7.942817669290519, 0.008401074331660447, 0.0, 0.41763498384847964, 7, 235325
"blogbot.dk", 1.0, 7.9147166577516135, 0.0037548761369180688, 0.0, 0.40741780536607064, 26, 63495
"gawker.com", 21277.0, 7.911636107320247, 0.02534021131538249, 289440.2454500828, 0.43443599316076803, 61, 764978
"harvard.edu", 272.0, 7.90761779179254, 0.028931507057632144, 5360.193408843653, 0.4420527281057945, 14, 764978
"google.it", 0.0, 7.9023377499956045, 0.005600531724088542, 0.0, 0.40449708457975797, 4, 235325
"overture.com", 0.0, 7.880888198941136, 0.002444536979294596, 0.0, 0.3880748805495993, 5, 235325
"pbs.org", 373.0, 7.800709244865711, 0.033617766377181835, 49626.72270034284, 0.44579178255907675, 20, 32562
"about.com", 2400.0, 7.719005627305839, 0.029204982587908903, 136297.66885786978, 0.44666927745612567, 273, 504611
"plazoo.com", 140.0, 7.687779838721197, 0.007715473942807952, 211156.61217956617, 0.41055052846492524, 7, 504611
"bookmarks.fr", 0.0, 7.645851771677451, 0.002314110164050168, 0.0, 0.38577762562808104, 11, 518120
"net-news-global.de", 0.0, 7.643588793500295, 0.006572213509914783, 0.0, 0.41177118588919653, 8, 252498
"theatlantic.com", 3644.0, 7.5570647201795484, 0.03241855075600862, 22595.207377037837, 0.44250768730811346, 18, 32562
"engadgetmobile.com", 475.0, 7.523364382443278, 0.0077614433043835356, 1196.0334234425789, 0.41270760914393667, 4, 764978
"topix.com", 657.0, 7.510058353149713, 0.01057814516491839, 3644.517033045451, 0.41237427639551144, 11, 504611
"mozilla.com", 202.0, 7.5032475671138315, 0.013416901758008044, 8420.407206018475, 0.43117990158318814, 13, 764978
"ibm.com", 12.0, 7.464965035834869, 0.01778530771659466, 69.39609391821585, 0.4365486247739583, 6, 105319
"creative-weblogging.com", 0.0, 7.4140968228577115, 0.0013163590608048534, 0.0, 0.3753636810902157, 34, 252498
"ca.gov", 10.0, 7.389758633426503, 0.02335881609539121, 23360.668544073524, 0.4312937234251139, 3, 32562
"images-amazon.com", 0.0, 7.214119288002245, 0.004785172062374048, 0.0, 0.40085622199323984, 0, 32562
"news.com.au", 4110.0, 7.2014413284261165, 0.02540523097604398, 159849.4254036236, 0.4407647790760269, 221, 504611
"rapidshare.com", 0.0, 7.198390647713217, 0.007883977439928764, 0.0, 0.420098540358448, 5, 32562
"slate.com", 2390.0, 7.156785447377084, 0.03631267615660927, 211617.4262162982, 0.44794288618715145, 16, 32562
"ap.org", 21.0, 7.1266018731057015, 0.024489921466007963, 130.041203891678, 0.4366419592386061, 0, 504611
"amazon.de", 0.0, 7.040801276160731, 0.005949263554659017, 0.0, 0.4087502056013914, 12, 252498
"whatreallyhappened.com", 426.0, 7.034413352429665, 0.014610591891621982, 17227.723126792145, 0.4245691188293271, 5, 32562
"newsweek.com", 350.0, 7.021215159675657, 0.03306064297586676, 51929.27482552163, 0.4402422082019337, 11, 32562
"mit.edu", 412.0, 7.009448102756714, 0.025748337031440242, 11484.161525222009, 0.4411694343249491, 9, 764978
"nwsource.com", 2720.0, 6.933412378081148, 0.0247737596097666, 183260.0583301789, 0.4398155709806763, 428, 504611
"upenn.edu", 292.0, 6.864637125467665, 0.015051015842924807, 20709.25760463315, 0.4275466800332382, 16, 518120
"apache.org", 6.0, 6.797782376967646, 0.009380894937493662, 47188.44790742085, 0.4217415805573093, 6, 764978
"news-medical.net", 81.0, 6.7499988842082, 0.0025767306163059925, 650.522840037986, 0.3870893866278943, 2, 32562
"appleinsider.com", 125.0, 6.7291110792488755, 0.014429226779257922, 4593.829792285184, 0.42936688822637875, 0, 764978
"zdnet.com", 4712.0, 6.713901145815076, 0.02195095900523997, 156473.359336904, 0.4409789158108007, 65, 764978
"squidoo.com", 23926.0, 6.709920409265128, 0.00959418812335191, 293520.99901502964, 0.42705496447253294, 667, 92825
"irs.gov", 0.0, 6.7086533825744255, 0.024176644174212624, 0.0, 0.43312571481430234, 4, 504611
"google.ca", 597.0, 6.70595396727338, 0.01151582349636842, 1664.977282954338, 0.41577434931774643, 7, 387579
"theglobeandmail.com", 666.0, 6.679684321446277, 0.02311149427386537, 41877.991699321225, 0.4364786501065977, 49, 32562
"loc.gov", 0.0, 6.6732529285463045, 0.025897942635074927, 0.0, 0.43776676185222685, 3, 32562
"imageshack.us", 0.0, 6.6637318842520035, 0.013636356215391356, 0.0, 0.4339768753968459, 2, 92825
"google.com.br", 0.0, 6.648760075732058, 0.004743089330070287, 0.0, 0.402666893848404, 3, 164588
"elpais.com", 1058.0, 6.585055011048048, 0.012296422999452182, 14492.871848267063, 0.42434857489974975, 37, 32562
"uol.com.br", 7364.0, 6.488465455290424, 0.007031842856272934, 65874.10460262955, 0.4157955115485867, 158, 164588
"nokia.com", 88.0, 6.433074524735262, 0.013572086975447081, 18147.980250727207, 0.429254080993909, 11, 764978
"debian.org", 14.0, 6.425629329568182, 0.005307753255191644, 27.509651103750347, 0.4113015508895507, 9, 764978
"bizjournals.com", 997.0, 6.363275722163179, 0.020677139581879007, 7001.374467536501, 0.43296239216637067, 23, 504611
"sportsline.com", 30647.0, 6.345612491562518, 0.002706346614583338, 579.7534127771311, 0.38187801119086956, 2, 504611
"nhl.com", 152.0, 6.344677340832053, 0.012532986144072753, 3020.9775986384493, 0.4241943304286573, 17, 504611
"stanford.edu", 8.0, 6.304336805587321, 0.02278051091563567, 1264.6537809902288, 0.43298534029761393, 4, 764978
"nymag.com", 1787.0, 6.302475133403063, 0.024995236739307848, 9970.485617694858, 0.43767127861747024, 14, 764978
"engadgethd.com", 273.0, 6.301384741171009, 0.0058240623031609795, 1205.313388009166, 0.41590135502469616, 1, 764978
"cbc.ca", 870.0, 6.2872752313390565, 0.019914803771304567, 18386.969697999888, 0.43675868345782093, 53, 32562
"independent.co.uk", 9.0, 6.2187643294454755, 0.0318060933681688, 136.1544074375261, 0.44584044181602805, 3, 32562
"heise.de", 0.0, 6.157507757532049, 0.005449764373971734, 0.0, 0.4051024595920582, 6, 252498
"ask.com", 2.0, 6.146745328054436, 0.01119882664540366, 22.565104562815698, 0.4173248743496849, 13, 504611
"gc.ca", 16.0, 6.145343372534567, 0.01511600171210811, 702690.8767317476, 0.4287809371926875, 4, 105319
"economist.com", 1607.0, 6.136487449752477, 0.025258121370454665, 40248.55625881515, 0.4391063435495099, 3, 200207
"twurl.nl", 0.0, 6.110058902113013, 0.006912214992958939, 0.0, 0.42165943905314346, 0, 261016
"oreilly.com", 280.0, 6.104151557450741, 0.01428317758084714, 29968.33598366771, 0.42880344419689687, 12, 764978
"expectingrain.com", 0.0, 6.088861671750426, 0.007730334848990335, 0.0, 0.41487263823162296, 4, 396733
"free.fr", 1205.0, 5.959052299615241, 0.013180913448327742, 482908.7671026961, 0.43287062396116377, 116, 518120
"salon.com", 10388.0, 5.958948585819901, 0.03275114258065306, 262488.5140766311, 0.4449177286310703, 91, 32562
"wikia.com", 689702.0, 5.949986881169586, 0.014566432786370032, 661183.8180300584, 0.42375424916459603, 1532, 764820
"gravatar.com", 0.0, 5.943794070922713, 0.004420571667029457, 0.0, 0.4080561631028673, 4, 391474
"twitterfeed.com", 0.0, 5.884460868241686, 0.004878092711836695, 0.0, 0.402072463830913, 0, 764820
